,pokemon1_type,pokemon2_type,pokemon3_type,vulnerability 
7173,1,15,0,14
7174,14,1,3,2
7175,1,14,15,2
7176,16,14,8,17
7177,9,8,16,17
7178,2,13,1,2
7179,2,14,3,13
7180,10,9,15,11
7181,14,8,13,1
7182,7,10,11,8
7183,8,5,16,17
7184,8,3,7,12
7185,2,14,15,0
7186,15,9,15,0
7187,5,0,15,14
7188,5,15,17,0
7189,14,4,11,1
7190,5,12,0,14
7191,1,4,14,2
7192,12,12,17,13
7193,4,7,0,15
7194,0,15,5,14
7195,5,12,12,13
7196,15,7,1,11
7197,15,17,11,0
7198,12,6,17,13
7199,16,3,3,13
7200,16,10,15,11
7201,4,1,5,15
7202,16,1,6,16
7203,4,16,1,16
7204,8,15,8,12
7205,10,3,10,4
7206,14,12,10,13
7207,17,2,1,0
7208,16,12,6,16
7209,8,2,6,12
7210,1,15,14,2
7211,4,7,1,15
7212,13,2,5,0
7213,1,16,6,16
7214,5,7,1,10
7215,16,16,3,16
7216,17,4,5,0
7217,13,17,7,10
7218,12,17,15,0
7219,14,5,5,10
7220,1,15,13,2
7221,5,9,10,10
7222,9,5,1,10
7223,2,15,15,0
7224,10,4,9,11
7225,0,4,7,15
7226,11,3,5,14
7227,1,9,14,2
7228,8,11,0,14
7229,10,16,12,4
7230,17,5,5,0
7231,2,15,10,11
7232,3,3,15,13
7233,15,13,4,0
7234,14,16,9,1
7235,4,14,0,1
7236,7,9,9,10
7237,0,5,16,14
7238,11,8,16,3
7239,17,5,3,0
7240,12,12,8,13
7241,16,10,0,16
7242,17,2,5,0
7243,9,2,1,10
7244,6,14,8,17
7245,6,16,13,5
7246,10,5,13,11
7247,6,5,1,6
7248,13,2,13,5
7249,7,2,4,15
7250,5,0,2,14
7251,10,11,13,5
7252,8,2,3,12
7253,14,2,13,5
7254,8,4,5,17
7255,14,0,17,13
7256,10,7,4,8
7257,9,2,10,11
7258,9,11,6,5
7259,11,11,3,5
7260,15,17,6,0
7261,11,12,6,5
7262,9,16,11,16
7263,16,13,1,2
7264,1,5,0,14
7265,11,9,15,14
7266,10,0,0,1
7267,12,10,5,4
7268,2,15,5,0
7269,3,3,3,13
7270,0,7,11,14
7271,12,8,6,13
7272,6,3,13,5
7273,13,8,6,5
7274,6,9,16,5
7275,15,11,4,14
7276,12,14,15,13
7277,14,10,3,13
7278,11,15,10,11
7279,13,0,6,1
7280,5,11,9,14
7281,13,12,13,1
7282,1,13,3,2
7283,11,6,3,5
7284,14,9,13,1
7285,15,0,8,14
7286,9,7,8,10
7287,2,5,6,0
7288,0,5,6,14
7289,11,10,9,3
7290,14,8,9,17
7291,11,2,10,5
7292,9,17,7,10
7293,15,4,16,16
7294,6,10,9,8
7295,11,8,5,14
7296,17,3,8,13
7297,17,14,11,10
7298,15,13,7,0
7299,14,17,14,10
7300,13,8,15,1
7301,16,9,15,7
7302,10,13,9,11
7303,2,5,15,0
7304,9,14,11,10
7305,11,7,12,3
7306,13,16,10,1
7307,5,14,15,14
7308,16,13,13,1
7309,0,4,9,1
7310,12,12,8,13
7311,5,9,4,10
7312,13,2,3,5
7313,2,15,9,0
7314,16,16,15,16
7315,3,13,2,5
7316,1,10,3,2
7317,4,6,4,15
7318,8,7,4,15
7319,6,4,8,5
7320,7,1,5,10
7321,3,11,13,5
7322,10,5,2,11
7323,1,3,4,2
7324,4,14,14,1
7325,10,9,7,8
7326,6,11,6,5
7327,7,6,16,8
7328,15,4,5,0
7329,2,11,0,14
7330,10,13,12,4
7331,14,9,7,10
7332,15,6,17,0
7333,15,8,13,0
7334,2,5,3,0
7335,8,15,9,12
7336,5,17,7,10
7337,8,10,3,12
7338,9,3,1,10
7339,17,17,17,0
7340,8,7,8,12
7341,5,10,7,10
7342,2,3,10,11
7343,1,10,9,3
7344,5,0,3,14
7345,6,14,0,1
7346,13,3,4,1
7347,14,14,2,10
7348,1,13,1,2
7349,3,7,7,10
7350,1,17,4,3
7351,8,15,6,12
7352,4,10,4,16
7353,13,6,1,2
7354,13,11,13,5
7355,6,5,9,10
7356,16,17,16,16
7357,15,9,3,0
7358,17,3,12,13
7359,7,14,13,10
7360,1,1,12,3
7361,1,13,0,1
7362,15,4,7,15
7363,12,15,14,13
7364,17,4,17,0
7365,3,9,9,10
7366,2,9,7,15
7367,2,0,12,13
7368,7,13,0,1
7369,17,13,6,5
7370,11,3,5,14
7371,7,14,3,10
7372,2,12,12,13
7373,12,3,6,13
7374,2,4,0,15
7375,12,15,14,13
7376,16,6,14,16
7377,9,8,13,17
7378,15,6,4,11
7379,1,16,11,3
7380,3,13,14,13
7381,14,17,7,10
7382,12,6,8,13
7383,1,6,14,2
7384,1,14,13,2
7385,0,5,4,14
7386,13,6,9,5
7387,17,14,5,10
7388,9,5,9,10
7389,16,13,5,16
7390,7,17,7,10
7391,4,15,14,15
7392,14,12,7,13
7393,5,7,11,14
7394,14,12,10,13
7395,13,4,10,1
7396,3,7,1,13
7397,17,14,9,10
7398,3,12,9,13
7399,11,15,10,11
7400,16,8,9,12
7401,0,15,11,14
7402,1,2,11,5
7403,0,14,9,1
7404,5,11,14,14
7405,13,4,15,1
7406,16,10,1,16
7407,15,11,12,14
7408,1,9,15,3
7409,0,9,9,10
7410,7,15,3,15
7411,1,15,5,0
7412,13,6,15,5
7413,12,4,7,15
7414,1,14,9,2
7415,4,9,13,15
7416,17,5,15,0
7417,5,16,9,0
7418,7,8,2,12
7419,2,17,12,0
7420,14,1,17,10
7421,17,7,0,10
7422,14,10,12,13
7423,17,8,11,0
7424,15,1,10,11
7425,2,1,4,15
7426,8,6,1,12
7427,14,15,17,0
7428,14,6,11,5
7429,2,7,1,15
7430,14,1,7,2
7431,9,3,5,10
7432,3,7,17,13
7433,11,1,8,3
7434,12,0,1,13
7435,3,10,16,13
7436,13,4,0,1
7437,10,14,9,10
7438,8,1,4,12
7439,6,13,6,5
7440,12,12,6,13
7441,6,14,8,17
7442,15,6,3,14
7443,5,15,15,0
7444,13,0,6,1
7445,12,10,2,4
7446,0,1,14,13
7447,3,1,9,13
7448,9,17,10,10
7449,12,17,17,13
7450,12,4,12,13
7451,6,6,6,5
7452,4,10,16,16
7453,9,6,13,5
7454,11,13,7,5
7455,8,0,1,12
7456,8,5,1,17
7457,14,9,10,10
7458,1,15,2,0
7459,5,3,3,13
7460,7,1,15,15
7461,10,12,7,8
7462,13,14,14,1
7463,5,2,0,14
7464,13,14,17,1
7465,4,4,3,15
7466,16,5,14,10
7467,16,17,8,16
7468,10,11,8,11
7469,10,12,11,4
7470,14,5,4,17
7471,9,6,9,10
7472,4,10,1,16
7473,5,17,11,0
7474,11,4,9,3
7475,0,12,14,13
7476,0,9,0,1
7477,4,7,7,15
7478,3,10,10,11
7479,16,15,13,16
7480,8,15,15,0
7481,9,5,12,10
7482,8,11,1,3
7483,15,12,15,0
7484,13,8,2,5
7485,0,15,13,1
7486,14,6,9,10
7487,16,6,10,8
7488,7,7,1,10
7489,17,11,10,0
7490,6,5,15,0
7491,13,11,8,5
7492,2,6,8,5
7493,10,16,14,4
7494,0,13,3,1
7495,2,7,10,11
7496,15,15,2,0
7497,7,12,15,4
7498,3,1,4,13
7499,16,6,8,16
7500,10,3,11,4
7501,6,15,13,5
7502,16,1,6,16
7503,5,16,6,14
7504,12,2,3,13
7505,1,12,4,3
7506,4,13,0,1
7507,0,1,14,13
7508,0,3,4,13
7509,2,15,13,0
7510,2,16,11,5
7511,0,17,16,13
7512,12,1,8,13
7513,10,13,1,2
7514,0,10,2,11
7515,1,6,15,5
7516,12,9,4,13
7517,4,1,17,16
7518,0,14,12,13
7519,0,4,14,1
7520,7,17,13,10
7521,12,3,10,13
7522,8,12,8,17
7523,7,14,17,10
7524,1,5,14,2
7525,9,0,14,10
7526,9,16,5,16
7527,4,2,16,16
7528,1,10,15,11
7529,12,3,13,13
7530,14,0,5,1
7531,16,5,15,0
7532,13,4,1,2
7533,10,17,9,10
7534,12,6,0,13
7535,2,5,0,14
7536,9,0,13,1
7537,6,2,4,5
7538,6,15,7,8
7539,12,15,10,4
7540,10,0,7,8
7541,7,15,6,8
7542,15,2,11,0
7543,4,9,1,15
7544,12,2,14,13
7545,15,13,14,1
7546,0,15,1,14
7547,12,2,15,0
7548,10,0,2,11
7549,8,17,6,10
7550,15,12,12,13
7551,10,0,6,8
7552,2,7,9,15
7553,10,13,9,11
7554,3,17,15,0
7555,1,1,5,3
7556,2,8,0,12
7557,17,11,11,3
7558,13,14,4,1
7559,5,12,9,10
7560,8,12,10,4
7561,15,17,7,0
7562,9,17,17,10
7563,9,10,6,8
7564,10,8,14,17
7565,10,8,16,11
7566,2,1,4,15
7567,13,2,4,5
7568,17,7,15,0
7569,7,17,6,10
7570,13,17,16,1
7571,4,0,4,16
7572,8,4,5,17
7573,13,0,14,1
7574,2,10,12,11
7575,17,10,4,0
7576,11,17,2,0
7577,7,13,1,2
7578,7,14,7,10
7579,7,13,8,8
7580,13,0,12,1
7581,9,0,8,1
7582,13,17,2,0
7583,11,17,9,10
7584,12,12,0,13
7585,1,14,15,2
7586,8,11,7,12
7587,16,14,9,10
7588,10,16,16,16
7589,15,2,10,11
7590,6,6,1,6
7591,4,13,4,15
7592,15,8,1,11
7593,7,10,17,10
7594,6,4,14,5
7595,5,15,1,14
7596,13,4,10,1
7597,4,7,13,15
7598,1,4,7,15
7599,7,1,13,2
7600,9,14,2,10
7601,15,17,8,0
7602,3,1,16,13
7603,10,10,14,4
7604,7,8,12,17
7605,6,0,17,13
7606,11,1,7,3
7607,17,1,12,13
7608,15,17,4,0
7609,10,7,16,8
7610,1,2,7,15
7611,14,11,9,10
7612,8,5,7,17
7613,0,7,17,13
7614,12,3,5,13
7615,7,14,13,10
7616,0,3,3,13
7617,6,10,12,4
7618,15,11,7,14
7619,9,4,9,10
7620,3,14,10,13
7621,13,13,3,1
7622,3,13,17,13
7623,5,3,10,0
7624,1,17,7,10
7625,16,15,3,16
7626,7,13,0,1
7627,14,3,11,1
7628,14,12,8,13
7629,2,11,4,5
7630,17,17,15,0
7631,12,6,13,5
7632,13,15,1,2
7633,16,3,9,7
7634,7,11,16,8
7635,12,4,0,13
7636,4,1,15,15
7637,12,8,7,13
7638,16,9,12,7
7639,2,10,6,5
7640,14,0,5,1
7641,6,15,9,5
7642,6,0,15,14
7643,4,9,7,15
7644,1,7,13,2
7645,14,6,2,5
7646,2,13,8,5
7647,0,11,3,14
7648,17,17,13,0
7649,9,7,15,10
7650,10,12,7,8
7651,12,2,3,13
7652,8,11,9,12
7653,10,15,3,11
7654,14,8,12,13
7655,10,9,5,10
7656,9,12,11,4
7657,5,3,7,10
7658,17,6,11,5
7659,17,12,5,0
7660,1,7,2,15
7661,9,17,5,10
7662,3,11,13,5
7663,12,14,16,13
7664,10,14,10,4
7665,13,17,2,0
7666,11,9,3,5
7667,0,3,11,14
7668,5,13,9,10
7669,7,6,13,8
7670,7,14,2,10
7671,17,3,14,13
7672,6,3,14,13
7673,4,9,7,15
7674,5,4,17,0
7675,16,15,15,0
7676,8,12,15,17
7677,3,17,7,13
7678,6,13,15,5
7679,16,10,11,16
7680,13,7,12,1
7681,2,6,2,5
7682,12,11,6,5
7683,8,17,10,0
7684,1,5,3,2
7685,13,4,7,15
7686,4,16,7,15
7687,1,9,10,3
7688,0,12,16,13
7689,3,6,8,13
7690,8,15,14,17
7691,17,2,6,5
7692,15,2,12,0
7693,17,10,7,10
7694,1,17,2,0
7695,11,5,13,5
7696,5,12,1,14
7697,10,16,3,4
7698,5,16,5,0
7699,1,16,3,2
7700,0,1,10,13
7701,16,10,12,4
7702,16,8,5,17
7703,14,4,8,17
7704,7,5,13,10
7705,12,0,9,13
7706,1,14,4,2
7707,11,1,1,3
7708,7,12,0,13
7709,14,9,9,10
7710,14,17,8,13
7711,3,8,12,13
7712,5,6,16,14
7713,17,9,14,10
7714,1,14,4,2
7715,2,12,4,15
7716,5,1,12,14
7717,10,4,0,11
7718,7,0,11,14
7719,13,11,12,5
7720,1,16,11,3
7721,10,8,9,11
7722,6,6,14,5
7723,14,15,1,2
7724,1,1,4,3
7725,5,17,3,0
7726,14,9,11,10
7727,9,17,16,0
7728,17,9,13,10
7729,11,17,9,10
7730,11,17,10,3
7731,6,12,0,13
7732,7,8,3,8
7733,16,11,13,5
7734,14,10,17,10
7735,10,7,11,8
7736,2,7,5,0
7737,4,10,3,16
7738,5,11,11,14
7739,10,10,1,11
7740,15,0,9,14
7741,16,9,4,7
7742,4,13,4,15
7743,12,2,10,4
7744,7,3,14,10
7745,2,4,12,15
7746,10,14,14,1
7747,17,10,8,0
7748,3,3,2,13
7749,2,14,9,10
7750,3,5,0,13
7751,4,3,4,15
7752,3,14,13,13
7753,11,3,11,5
7754,17,8,1,13
7755,7,0,3,13
7756,0,9,15,14
7757,0,2,8,12
7758,5,10,17,0
7759,7,7,12,10
7760,11,1,17,3
7761,1,7,16,3
7762,12,11,6,5
7763,14,8,8,17
7764,7,5,11,14
7765,12,17,17,13
7766,17,9,3,10
7767,10,7,16,8
7768,14,7,4,15
7769,8,5,9,17
7770,10,8,3,4
7771,16,8,0,16
7772,10,4,14,8
7773,15,14,6,14
7774,6,10,6,8
7775,2,10,11,5
7776,2,15,0,11
7777,6,1,17,3
7778,2,2,13,5
7779,2,5,2,0
7780,17,4,8,0
7781,11,14,13,5
7782,13,5,0,1
7783,4,15,2,15
7784,6,17,15,0
7785,1,3,11,5
7786,3,17,0,13
7787,15,15,10,11
7788,5,5,6,10
7789,6,14,0,1
7790,5,6,17,10
7791,5,3,4,0
7792,9,1,6,10
7793,3,3,10,13
7794,8,8,13,17
7795,11,4,17,3
7796,16,3,9,7
7797,13,13,1,2
7798,6,12,12,13
7799,8,7,4,15
7800,5,7,11,14
7801,7,7,2,15
7802,15,16,9,0
7803,16,2,7,15
7804,9,3,0,13
7805,12,1,11,3
7806,17,12,14,13
7807,12,7,13,13
7808,17,7,1,10
7809,9,17,5,10
7810,2,6,1,5
7811,4,10,10,11
7812,10,17,1,10
7813,1,5,10,3
7814,5,1,13,2
7815,10,2,6,11
7816,10,17,16,0
7817,4,17,16,16
7818,13,5,12,1
7819,1,12,2,4
7820,1,7,5,10
7821,13,10,15,11
7822,14,11,16,1
7823,2,11,2,5
7824,6,9,12,5
7825,16,17,13,16
7826,10,9,10,11
7827,16,1,17,16
7828,0,4,13,1
7829,1,1,7,3
7830,13,7,2,5
7831,10,8,5,17
7832,5,12,8,17
7833,11,12,9,3
7834,6,3,14,13
7835,17,4,17,0
7836,0,7,0,1
7837,16,2,12,16
7838,12,13,11,5
7839,3,3,13,13
7840,10,15,8,11
7841,4,14,9,10
7842,4,15,1,15
7843,2,11,11,5
7844,2,2,5,0
7845,12,15,16,4
7846,9,17,12,13
7847,16,10,9,11
7848,7,1,13,2
7849,16,5,13,16
7850,12,14,15,13
7851,15,2,9,0
7852,14,12,7,13
7853,11,10,8,3
7854,4,7,17,10
7855,3,6,6,5
7856,16,4,7,15
7857,2,1,17,0
7858,6,6,8,5
7859,1,7,17,10
7860,16,2,9,7
7861,5,1,6,10
7862,4,3,17,13
7863,13,15,5,0
7864,6,2,17,0
7865,0,10,10,11
7866,2,10,14,11
7867,4,14,7,15
7868,8,15,8,12
7869,6,0,12,13
7870,4,16,10,16
7871,5,14,1,10
7872,9,15,8,0
7873,6,17,3,13
7874,10,1,10,11
7875,14,17,7,10
7876,1,5,11,3
7877,4,4,16,16
7878,17,12,15,0
7879,15,13,9,0
7880,0,9,10,1
7881,7,0,13,1
7882,17,16,13,0
7883,2,10,5,0
7884,8,7,8,12
7885,4,6,2,15
7886,11,10,5,14
7887,12,0,7,13
7888,14,1,11,3
7889,8,7,7,10
7890,4,8,2,12
7891,10,3,16,4
7892,12,3,12,13
7893,12,15,11,14
7894,14,12,0,13
7895,14,14,15,1
7896,1,9,15,3
7897,6,6,8,5
7898,5,5,7,10
7899,10,8,1,11
7900,9,16,0,16
7901,7,12,6,8
7902,6,15,7,8
7903,14,1,2,2
7904,10,11,4,11
7905,16,12,16,16
7906,13,10,5,1
7907,3,2,10,11
7908,5,10,5,0
7909,3,8,17,13
7910,1,8,16,3
7911,13,4,12,1
7912,11,15,4,14
7913,11,4,0,14
7914,6,6,5,6
7915,13,6,10,5
7916,17,1,11,3
7917,6,14,15,5
7918,7,8,10,8
7919,4,1,14,2
7920,10,1,13,2
7921,15,5,13,0
7922,0,17,3,13
7923,17,5,14,10
7924,17,6,6,5
7925,4,6,0,16
7926,12,16,15,4
7927,9,11,9,10
7928,12,5,17,13
7929,10,4,16,16
7930,0,14,8,1
7931,9,0,6,10
7932,10,6,10,8
7933,0,5,15,14
7934,16,17,17,0
7935,2,6,16,5
7936,13,11,3,5
7937,11,4,9,3
7938,8,17,17,0
7939,7,15,6,8
7940,9,10,4,11
7941,1,14,9,2
7942,15,3,3,13
7943,14,3,10,13
7944,8,0,17,13
7945,15,10,4,11
7946,15,14,16,14
7947,5,0,0,14
7948,13,12,10,4
7949,12,14,0,13
7950,10,15,0,11
7951,11,17,8,3
7952,1,5,0,14
7953,14,7,11,10
7954,13,17,9,10
7955,9,17,0,10
7956,6,5,14,10
7957,12,7,9,10
7958,6,2,2,5
7959,11,8,7,3
7960,11,17,16,3
7961,13,7,10,8
7962,14,8,14,17
7963,6,0,15,14
7964,17,16,11,0
7965,9,0,16,1
7966,1,11,13,5
7967,9,16,9,7
7968,7,17,5,10
7969,7,17,0,10
7970,17,1,15,0
7971,6,1,2,5
7972,0,10,17,13
7973,6,16,7,8
7974,6,6,16,5
7975,5,16,14,17
7976,2,12,15,0
7977,7,4,17,10
7978,7,0,12,13
7979,10,14,16,4
7980,11,0,11,14
7981,10,16,4,16
7982,13,14,3,1
7983,2,8,0,12
7984,1,7,0,3
7985,15,15,13,0
7986,9,3,6,10
7987,4,11,6,5
7988,16,5,11,14
7989,4,6,9,15
7990,4,13,1,2
7991,15,14,0,14
7992,7,9,5,10
7993,16,1,16,16
7994,5,14,8,17
7995,17,1,7,10
7996,7,13,11,5
7997,12,2,7,15
7998,4,6,15,15
7999,4,7,2,15
8000,7,5,12,10
8001,13,0,11,1
8002,8,11,13,5
8003,9,6,1,10
8004,16,12,17,13
8005,17,10,3,13
8006,5,10,3,0
8007,13,5,4,1
8008,3,12,10,13
8009,7,6,8,8
8010,4,16,16,16
8011,14,10,5,10
8012,14,0,4,1
8013,15,8,0,14
8014,5,7,2,0
8015,17,10,17,0
8016,17,0,8,13
8017,11,17,0,13
8018,11,1,13,2
8019,13,14,9,1
8020,12,7,10,8
8021,6,15,13,5
8022,4,9,10,10
8023,2,12,13,5
8024,16,2,9,7
8025,16,4,13,16
8026,13,17,11,5
8027,0,4,10,1
8028,16,16,9,7
8029,0,2,10,11
8030,12,10,16,4
8031,12,5,17,13
8032,16,16,14,16
8033,9,7,10,10
8034,11,14,4,3
8035,13,10,3,1
8036,6,9,16,5
8037,6,2,1,5
8038,0,6,3,13
8039,4,11,10,16
8040,15,9,12,0
8041,9,1,8,3
8042,11,16,14,3
8043,8,7,13,17
8044,5,4,9,10
8045,12,8,16,13
8046,10,14,7,8
8047,1,15,16,3
8048,2,6,7,5
8049,15,11,11,14
8050,11,9,3,5
8051,9,10,9,10
8052,0,13,0,1
8053,13,4,7,15
8054,8,3,10,12
8055,5,16,13,0
8056,9,17,6,10
8057,4,3,8,16
8058,4,4,14,15
8059,5,5,11,14
8060,15,2,15,0
8061,1,2,13,5
8062,9,4,10,16
8063,9,4,4,15
8064,10,12,5,4
8065,8,14,3,13
8066,15,13,15,0
8067,3,16,2,16
8068,2,3,7,15
8069,4,9,10,10
8070,2,9,0,12
8071,11,14,1,3
8072,17,3,5,0
8073,11,5,9,14
8074,10,11,15,11
8075,3,5,10,13
8076,13,11,14,1
8077,11,17,14,10
8078,7,0,15,14
8079,7,11,4,15
8080,6,11,1,3
8081,3,8,3,13
8082,10,4,14,8
8083,17,8,7,10
8084,8,3,15,12
8085,1,8,4,3
8086,13,2,1,2
8087,8,15,2,12
8088,17,16,16,16
8089,7,17,13,10
8090,17,13,0,13
8091,4,12,1,16
8092,16,7,2,15
8093,4,9,1,15
8094,10,1,15,11
8095,9,12,6,13
8096,4,3,4,15
8097,3,15,16,0
8098,8,12,17,13
8099,1,9,5,10
8100,9,5,15,0
8101,14,9,14,10
8102,2,14,5,10
8103,12,16,8,13
8104,2,1,12,11
8105,10,8,7,8
8106,1,10,5,3
8107,13,7,5,10
8108,16,1,2,16
8109,10,12,15,11
8110,6,0,0,1
8111,12,4,2,15
8112,0,2,12,13
8113,16,6,3,16
8114,16,17,4,16
8115,5,11,5,14
8116,4,6,17,16
8117,4,2,6,15
8118,15,14,2,0
8119,5,11,8,14
8120,7,2,2,15
8121,15,2,3,0
8122,14,1,9,2
8123,0,16,12,13
8124,13,1,5,2
8125,3,1,12,13
8126,3,16,10,13
8127,7,17,12,13
8128,14,16,10,1
8129,0,16,6,13
8130,8,15,14,17
8131,15,12,17,0
8132,2,17,15,0
8133,1,1,9,3
8134,14,6,15,17
8135,10,15,10,11
8136,13,17,9,10
8137,4,17,12,13
8138,2,11,16,5
8139,4,5,11,14
8140,7,1,10,8
8141,13,17,3,13
8142,2,2,17,0
8143,16,14,15,16
8144,7,3,10,8
8145,17,4,1,13
8146,10,12,9,4
8147,15,7,8,0
8148,13,14,9,1
8149,10,10,5,11
8150,17,16,10,0
8151,12,11,14,4
8152,2,0,17,13
8153,17,5,17,0
8154,11,13,17,5
8155,8,17,9,10
8156,7,17,11,10
8157,9,9,3,10
8158,7,14,14,10
8159,9,4,9,10
8160,2,12,3,13
8161,16,12,2,16
8162,11,16,1,3
8163,17,1,9,10
8164,12,12,5,13
8165,0,1,5,14
8166,13,10,16,1
8167,11,12,13,5
8168,7,17,1,10
8169,3,13,10,13
8170,17,8,2,0
8171,9,14,10,10
8172,3,15,11,14
8173,10,11,0,14
8174,0,12,8,13
8175,2,12,5,0
8176,13,3,6,5
8177,0,14,6,13
8178,12,17,9,13
8179,13,10,12,4
8180,4,12,9,7
8181,8,0,17,13
8182,6,17,11,5
8183,9,4,3,15
8184,8,17,5,0
8185,3,16,6,13
8186,3,4,10,13
8187,14,15,6,17
8188,17,7,3,10
8189,13,8,11,5
8190,1,4,10,3
8191,8,4,15,12
8192,9,1,5,10
8193,7,7,6,8
8194,5,17,10,0
8195,10,4,8,11
8196,7,13,3,10
8197,10,17,11,0
8198,8,1,16,3
8199,17,9,3,10
8200,15,14,9,10
8201,1,8,16,3
8202,0,7,3,13
8203,10,11,8,11
8204,2,0,2,12
8205,9,16,7,15
8206,8,13,7,17
8207,10,15,13,11
8208,11,10,10,11
8209,15,13,12,0
8210,14,7,11,10
8211,13,5,9,10
8212,7,12,8,13
8213,11,10,17,3
8214,6,12,7,8
8215,12,4,6,13
8216,15,15,12,0
8217,0,4,9,1
8218,13,4,16,16
8219,17,6,10,8
8220,13,16,5,1
8221,15,5,15,0
8222,6,5,3,6
8223,15,6,7,8
8224,8,2,13,5
8225,2,12,7,15
8226,15,3,11,14
8227,15,11,0,14
8228,0,12,3,13
8229,13,0,16,1
8230,7,6,13,8
8231,14,10,2,11
8232,6,3,2,5
8233,16,0,7,1
8234,9,3,7,10
8235,11,14,9,10
8236,5,10,1,10
8237,10,13,10,11
8238,1,3,5,2
8239,4,8,4,16
8240,4,2,17,0
8241,10,16,15,11
8242,16,3,11,16
8243,5,17,17,0
8244,6,8,15,5
8245,10,14,5,10
8246,14,17,6,10
8247,8,15,7,12
8248,7,5,13,10
8249,9,13,10,10
8250,6,6,11,5
8251,2,3,6,5
8252,16,4,12,16
8253,6,10,10,8
8254,12,14,17,13
8255,2,0,5,14
8256,14,16,1,2
8257,14,10,2,11
8258,16,3,16,16
8259,4,13,6,5
8260,12,7,2,15
8261,7,16,4,16
8262,5,3,11,14
8263,2,1,13,2
8264,17,7,0,10
8265,9,11,3,5
8266,8,14,11,17
8267,4,0,14,1
8268,5,4,6,14
8269,5,2,1,0
8270,2,12,11,5
8271,11,0,17,13
8272,17,7,1,10
8273,17,13,2,0
8274,9,14,11,10
8275,10,2,7,11
8276,7,2,13,15
8277,0,0,14,1
8278,12,0,14,13
8279,17,4,3,13
8280,9,7,3,10
8281,17,17,1,10
8282,10,6,7,8
8283,5,10,2,0
8284,12,12,14,13
8285,0,8,16,1
8286,3,17,10,13
8287,4,7,14,15
8288,12,13,0,13
8289,4,13,7,15
8290,7,1,6,8
8291,13,12,15,1
8292,12,0,7,13
8293,7,13,14,10
8294,17,8,16,0
8295,16,5,16,16
8296,9,6,15,5
8297,16,10,15,11
8298,5,7,9,10
8299,17,3,11,0
8300,15,12,0,14
8301,5,13,5,0
8302,15,14,0,14
8303,12,13,2,5
8304,12,8,7,13
8305,4,1,10,16
8306,9,17,4,10
8307,16,6,8,16
8308,11,2,16,5
8309,5,3,7,10
8310,9,4,1,15
8311,13,16,15,1
8312,9,6,7,10
8313,8,9,8,12
8314,16,14,17,10
8315,5,17,10,0
8316,10,17,0,13
8317,5,13,7,10
8318,7,7,16,8
8319,16,13,7,1
8320,5,7,17,10
8321,8,14,15,17
8322,17,8,12,13
8323,8,10,6,8
8324,10,15,3,11
8325,11,13,7,5
8326,6,4,6,5
8327,3,6,10,8
8328,6,15,15,0
8329,2,10,12,11
8330,0,4,8,1
8331,7,9,17,10
8332,3,5,13,13
8333,6,9,1,6
8334,9,13,15,1
8335,9,6,9,10
8336,14,1,8,2
8337,5,15,10,0
8338,17,14,3,13
8339,6,14,0,1
8340,7,2,5,10
8341,15,0,16,14
8342,0,7,15,14
8343,10,1,9,11
8344,6,4,5,6
8345,5,12,2,0
8346,4,0,17,13
8347,10,11,1,3
8348,17,0,8,13
8349,7,1,5,10
8350,9,11,0,14
8351,14,13,10,1
8352,3,1,14,13
8353,11,5,15,14
8354,3,12,9,13
8355,4,15,11,14
8356,0,9,15,14
8357,5,10,12,4
8358,3,3,12,13
8359,2,13,8,5
8360,9,11,7,10
8361,16,15,14,16
8362,2,7,9,15
8363,8,10,15,11
8364,14,8,5,17
8365,11,2,2,5
8366,10,2,2,11
8367,5,12,6,14
8368,0,17,4,13
8369,8,10,8,12
8370,1,6,16,5
8371,5,15,16,0
8372,12,17,17,13
8373,16,9,15,7
8374,16,1,3,16
8375,5,12,3,13
8376,5,12,12,13
8377,13,13,8,1
8378,9,16,12,16
8379,4,1,5,15
8380,9,0,7,10
8381,12,17,15,0
8382,12,4,1,13
8383,12,6,0,13
8384,12,2,15,0
8385,10,2,12,11
8386,3,9,16,13
8387,4,10,13,16
8388,4,4,6,15
8389,2,0,3,13
8390,17,10,8,0
8391,6,6,6,5
8392,6,5,12,6
8393,8,8,10,12
8394,6,1,15,6
8395,8,14,3,13
8396,13,4,12,1
8397,14,5,4,17
8398,3,17,14,13
8399,3,4,0,13
8400,14,13,4,1
8401,17,8,17,0
8402,14,16,14,1
8403,3,11,0,14
8404,0,0,11,14
8405,6,0,4,6
8406,8,6,9,12
8407,4,0,9,7
8408,1,0,3,13
8409,2,4,17,0
8410,7,0,10,8
8411,1,10,8,3
8412,10,0,10,11
8413,14,14,7,10
8414,5,8,9,17
8415,15,17,5,0
8416,7,5,9,10
8417,15,5,12,0
8418,6,11,15,5
8419,12,3,4,13
8420,16,0,5,14
8421,15,3,10,11
8422,12,0,13,13
8423,13,13,16,1
8424,12,5,5,0
8425,4,16,17,16
8426,12,0,2,13
8427,10,12,8,4
8428,1,15,11,3
8429,14,3,11,1
8430,0,9,4,1
8431,16,2,0,16
8432,7,15,3,15
8433,12,13,1,2
8434,7,11,7,8
8435,1,9,10,3
8436,0,8,12,13
8437,1,2,12,0
8438,6,12,3,13
8439,6,10,2,5
8440,5,3,14,10
8441,0,16,17,13
